sub_n,disp_cond,block_n,trial_n,computer_n,set,distance,diag,d_identity,t_identity,c_identity,d,c,t,rt
50304,triangle,2,32,4,a-b-db,2,3,1,2,3,10.252483669050482,10.545690617434232,10.18830703994748,8.22518
50304,triangle,2,33,4,a-b-db,5,2,2,3,1,9.524039369902251,9.698062123881511,9.554115124631332,7.25853
50304,triangle,2,35,4,a-b-db,14,1,2,3,1,9.085313712953644,8.887131907665182,9.195433267319698,6.75855
50304,triangle,2,36,4,a-b-db,9,2,1,2,3,9.832340729556767,9.832340729556767,9.806196566422063,6.95857
50304,triangle,2,38,4,a-b-db,14,2,1,2,3,9.299804773660838,9.462496052568744,9.832340729556767,8.4252
50304,triangle,3,2,4,a-b-db,9,1,3,2,1,8.620069122416137,9.398998655939582,9.2308324215185,6.62521
50304,triangle,3,3,4,a-b-db,14,3,1,3,2,10.414187862308673,10.471608074073535,10.394675512417942,6.29199
50304,triangle,3,5,4,a-b-db,14,2,3,1,2,10.12200262531368,10.099403514805813,10.252483669050482,4.05857
50304,triangle,3,7,4,a-b-da,5,2,1,2,3,9.832340729556767,9.933628195194277,10.053424478356416,4.52517
50304,triangle,3,10,4,a-b-db,2,1,2,1,3,9.085313712953644,9.333419010293602,9.265615906942239,7.89189
50304,triangle,3,11,4,a-b-db,5,1,3,1,2,9.085313712953644,9.195433267319698,9.122697978977948,7.79196
50304,triangle,3,12,4,a-b-da,14,3,3,2,1,10.076546123158568,10.14434922650993,10.076546123158568,5.95855
50304,triangle,3,13,4,a-b-da,5,3,3,2,1,9.958168380377906,9.933628195194277,10.030032398830032,7.8919
50304,triangle,3,15,4,a-b-da,2,3,2,3,1,10.076546123158568,10.294151842856166,10.14434922650993,8.99179
50304,triangle,3,16,4,a-b-da,9,3,1,2,3,10.314664843190544,10.314664843190544,10.273426268785073,9.02524
50304,triangle,3,19,4,a-b-da,2,1,2,3,1,9.430999338632466,9.398998655939582,9.430999338632466,7.2252
50304,triangle,3,22,4,a-b-db,5,3,1,3,2,10.273426268785073,9.883625590783444,10.314664843190544,7.15854
50304,triangle,3,25,4,a-b-db,14,1,1,2,3,8.802012678827591,8.197450935081722,8.366565711137849,5.59187
50304,triangle,3,28,4,a-b-da,14,2,2,3,1,9.2308324215185,9.299804773660838,9.008381151298051,4.45852
50304,triangle,3,29,4,a-b-da,5,1,2,1,3,8.366565711137849,8.197450935081722,8.620069122416137,4.55845
50304,triangle,3,30,4,a-b-da,2,2,1,2,3,8.366565711137849,8.75805486539004,8.620069122416137,4.69186
50304,triangle,3,31,4,a-b-da,9,2,3,1,2,8.713109153685922,9.159396256314341,8.713109153685922,3.62523
50304,triangle,3,32,4,a-b-db,2,3,3,2,1,9.832340729556767,10.076546123158568,10.030032398830032,5.09191
50304,triangle,3,33,4,a-b-db,2,2,1,2,3,9.670089639932032,9.524039369902251,9.670089639932032,3.55851
50304,triangle,3,34,4,a-b-db,5,2,3,2,1,9.398998655939582,9.641720369948118,9.195433267319698,3.52519
50304,triangle,3,35,4,a-b-da,14,1,3,1,2,8.802012678827591,8.887131907665182,8.522488794077272,4.15859
50304,triangle,3,38,4,a-b-db,9,3,1,3,2,10.58172762843959,10.545690617434232,10.490387554773212,7.35846
50304,triangle,3,39,4,a-b-da,9,1,3,1,2,9.159396256314341,9.299804773660838,9.008381151298051,6.55846
50304,triangle,3,40,4,a-b-db,9,2,1,3,2,9.883625590783444,9.982411101442596,10.006363483536028,7.19184
50304,triangle,4,3,4,a-b-da,5,1,3,2,1,8.620069122416137,8.928370482070653,8.31176776276162,7.025
50304,triangle,4,5,4,a-b-db,9,3,3,1,2,9.958168380377906,10.030032398830032,10.006363483536028,11.2585
50304,triangle,4,6,4,a-b-da,14,1,1,2,3,9.008381151298051,8.845025089269518,8.802012678827591,6.89187
50304,triangle,4,8,4,a-b-da,9,2,1,3,2,9.122697978977948,9.195433267319698,8.845025089269518,7.72517
50304,triangle,4,9,4,a-b-da,5,2,3,1,2,9.008381151298051,8.928370482070653,9.122697978977948,7.2586
50304,triangle,4,11,4,a-b-db,2,3,3,2,1,9.832340729556767,10.12200262531368,9.641720369948118,9.02524
50304,triangle,4,12,4,a-b-db,5,2,1,2,3,9.524039369902251,9.725648768146183,9.641720369948118,6.29192
50304,triangle,4,13,4,a-b-da,5,3,1,3,2,10.053424478356416,9.883625590783444,10.076546123158568,8.45864
50304,triangle,4,14,4,a-b-db,9,1,1,2,3,8.419902205302172,8.522488794077272,8.471853178108693,6.09184
50304,triangle,4,16,4,a-b-da,2,3,3,1,2,9.933628195194277,9.933628195194277,10.053424478356416,7.29197
50304,triangle,4,18,4,a-b-da,2,2,2,3,1,9.933628195194277,9.883625590783444,9.583745296201613,5.7586
50304,triangle,4,20,4,a-b-db,5,1,1,2,3,8.419902205302172,8.968775896705692,8.713109153685922,6.12515
50304,triangle,4,21,4,a-b-db,14,3,3,2,1,10.273426268785073,10.099403514805813,10.18830703994748,4.55851
50304,triangle,4,25,4,a-b-db,14,1,1,2,3,8.522488794077272,8.845025089269518,9.047217323012255,6.42529
50304,triangle,4,26,4,a-b-da,2,1,2,3,1,8.667130117236525,8.75805486539004,8.845025089269518,9.49181
50304,triangle,4,27,4,a-b-db,5,3,1,2,3,9.908783155197163,9.554115124631332,9.612942895043918,9.65881
50304,triangle,4,28,4,a-b-db,2,2,2,3,1,9.75286007225774,9.698062123881511,9.366477614196022,5.95854
50304,triangle,4,32,4,a-b-db,9,2,1,2,3,9.2308324215185,9.398998655939582,9.008381151298051,4.15869
50304,triangle,4,33,4,a-b-da,9,1,3,2,1,8.802012678827591,9.047217323012255,9.008381151298051,6.65848
50304,triangle,4,35,4,a-b-da,9,3,1,2,3,9.832340729556767,10.006363483536028,9.725648768146183,7.32519
50304,triangle,4,36,4,a-b-da,14,3,3,1,2,9.958168380377906,10.1664488988831,10.252483669050482,6.72515
50304,triangle,4,38,4,a-b-da,14,2,2,3,1,9.75286007225774,10.006363483536028,9.883625590783444,6.19222
50304,triangle,4,39,4,a-b-db,14,2,2,1,3,9.75286007225774,9.333419010293602,9.612942895043918,5.35862
50304,triangle,4,40,4,a-b-db,2,1,2,1,3,9.008381151298051,8.968775896705692,8.75805486539004,7.59179
50305,horizontal,1,1,4,a-b-da,5,1,3,2,1,9.008381151298051,9.195433267319698,9.299804773660838,27.525
50305,horizontal,1,2,4,a-b-db,9,1,3,1,2,9.195433267319698,9.299804773660838,9.366477614196022,16.5584
50305,horizontal,1,5,4,a-b-db,5,2,2,3,1,9.958168380377906,10.1664488988831,9.982411101442596,17.0918
50305,horizontal,1,6,4,a-b-db,9,3,1,3,2,10.433511684132146,10.209928872155912,10.374970919531918,16.6252
50305,horizontal,1,8,4,a-b-da,2,3,2,3,1,10.099403514805813,9.933628195194277,9.982411101442596,8.7919
50305,horizontal,1,10,4,a-b-db,2,1,1,3,2,8.928370482070653,9.122697978977948,9.047217323012255,12.2918
50305,horizontal,1,11,4,a-b-db,2,3,2,1,3,9.725648768146183,9.982411101442596,9.670089639932032,6.72506
50305,horizontal,1,12,4,a-b-da,14,2,1,3,2,9.698062123881511,9.299804773660838,9.462496052568744,6.92522
50305,horizontal,1,13,4,a-b-da,2,1,1,3,2,9.008381151298051,8.887131907665182,8.667130117236525,5.99187
50305,horizontal,1,17,4,a-b-da,14,3,3,1,2,9.958168380377906,10.006363483536028,10.18830703994748,6.52524
50305,horizontal,1,18,4,a-b-da,2,2,2,1,3,9.554115124631332,9.299804773660838,9.725648768146183,5.59178
50305,horizontal,1,19,4,a-b-db,14,3,1,2,3,9.982411101442596,9.698062123881511,9.982411101442596,7.35859
50305,horizontal,1,20,4,a-b-da,9,2,1,3,2,9.779706112922021,9.779706112922021,9.333419010293602,9.12529
50305,horizontal,1,21,4,a-b-da,9,3,3,1,2,9.725648768146183,10.053424478356416,10.294151842856166,8.75853
50305,horizontal,1,22,4,a-b-db,14,1,2,3,1,9.430999338632466,9.159396256314341,9.493504425640674,11.6918
50305,horizontal,1,24,4,a-b-db,9,2,2,1,3,9.698062123881511,9.958168380377906,9.858147539228584,9.22517
50305,horizontal,1,25,4,a-b-db,14,2,3,1,2,9.883625590783444,9.75286007225774,10.076546123158568,7.79188
50305,horizontal,1,26,4,a-b-da,9,1,3,2,1,8.887131907665182,8.928370482070653,8.928370482070653,7.19177
50305,horizontal,1,27,4,a-b-db,2,2,2,1,3,9.265615906942239,9.299804773660838,9.554115124631332,7.95861
50305,horizontal,1,28,4,a-b-db,5,1,1,2,3,9.2308324215185,9.583745296201613,9.462496052568744,10.7926
50305,horizontal,1,33,4,a-b-db,5,3,2,3,1,9.908783155197163,9.982411101442596,10.076546123158568,6.85862
50305,horizontal,1,36,4,a-b-da,5,3,1,2,3,9.858147539228584,10.231319450389408,10.1664488988831,7.89195
50305,horizontal,1,37,4,a-b-da,14,1,1,3,2,8.802012678827591,8.366565711137849,8.75805486539004,13.5585
50305,horizontal,1,40,4,a-b-da,5,2,3,2,1,10.006363483536028,9.698062123881511,9.883625590783444,12.2919
50305,horizontal,2,3,4,a-b-db,14,1,1,3,2,8.667130117236525,8.522488794077272,8.75805486539004,6.62535
50305,horizontal,2,5,4,a-b-db,9,3,3,1,2,9.75286007225774,9.806196566422063,9.554115124631332,15.9584
50305,horizontal,2,6,4,a-b-db,2,3,2,1,3,9.641720369948118,9.398998655939582,9.725648768146183,19.9584
50305,horizontal,2,9,4,a-b-db,2,2,1,2,3,8.802012678827591,8.571874019258015,8.75805486539004,7.92531
50305,horizontal,2,10,4,a-b-da,2,1,3,2,1,8.076201691448853,8.255426008828227,7.879321545822348,5.75858
50305,horizontal,2,12,4,a-b-db,14,2,3,2,1,8.968775896705692,9.299804773660838,9.047217323012255,6.19185
50305,horizontal,2,14,4,a-b-da,9,1,1,3,2,8.620069122416137,8.802012678827591,8.471853178108693,6.32517
50305,horizontal,2,15,4,a-b-da,2,3,3,1,2,10.14434922650993,10.12200262531368,10.314664843190544,6.89191
50305,horizontal,2,16,4,a-b-da,9,3,2,1,3,9.524039369902251,9.75286007225774,9.832340729556767,8.52521
50305,horizontal,2,19,4,a-b-db,5,3,3,2,1,9.670089639932032,9.806196566422063,9.524039369902251,6.39184
50305,horizontal,2,20,4,a-b-db,9,2,2,3,1,9.299804773660838,9.725648768146183,9.299804773660838,11.6917
50305,horizontal,2,22,4,a-b-da,5,3,1,2,3,9.75286007225774,9.612942895043918,9.524039369902251,9.65852
50305,horizontal,2,23,4,a-b-da,5,2,1,3,2,9.493504425640674,9.366477614196022,9.524039369902251,7.12514
50305,horizontal,2,26,4,a-b-db,5,1,3,1,2,8.522488794077272,8.571874019258015,8.802012678827591,7.99188
50305,horizontal,2,29,4,a-b-da,14,3,3,2,1,9.366477614196022,9.806196566422063,9.725648768146183,23.8252
50305,horizontal,2,30,4,a-b-db,14,3,1,2,3,9.554115124631332,9.265615906942239,9.612942895043918,4.99193
50305,horizontal,2,31,4,a-b-da,14,2,1,2,3,9.122697978977948,9.122697978977948,9.085313712953644,5.22513
50305,horizontal,2,32,4,a-b-db,9,1,1,2,3,9.524039369902251,8.968775896705692,9.122697978977948,9.0919
50305,horizontal,2,33,4,a-b-da,5,1,3,2,1,8.667130117236525,8.802012678827591,8.522488794077272,6.45849
50305,horizontal,2,34,4,a-b-db,2,1,3,2,1,9.047217323012255,8.968775896705692,8.620069122416137,7.12524
50305,horizontal,2,35,4,a-b-da,9,2,3,1,2,9.366477614196022,9.366477614196022,9.583745296201613,4.65858
50305,horizontal,2,36,4,a-b-da,14,1,1,2,3,8.75805486539004,8.13774500878236,8.620069122416137,5.59184
50305,horizontal,2,38,4,a-b-db,5,2,1,2,3,9.583745296201613,9.430999338632466,9.462496052568744,7.8919
50305,horizontal,2,39,4,a-b-da,2,2,3,2,1,9.085313712953644,9.670089639932032,9.265615906942239,31.6584
50305,horizontal,3,1,4,a-b-da,2,1,1,3,2,8.845025089269518,8.75805486539004,8.845025089269518,9.4919
50305,horizontal,3,2,4,a-b-db,2,3,2,1,3,9.725648768146183,9.670089639932032,9.806196566422063,7.15849
50305,horizontal,3,4,4,a-b-da,5,2,1,3,2,9.612942895043918,9.366477614196022,9.333419010293602,7.65851
50305,horizontal,3,5,4,a-b-db,2,1,3,1,2,8.419902205302172,8.845025089269518,8.845025089269518,11.3918
50305,horizontal,3,6,4,a-b-db,14,3,2,1,3,9.858147539228584,10.006363483536028,10.030032398830032,16.7251
50305,horizontal,3,11,4,a-b-da,5,3,3,1,2,10.099403514805813,10.12200262531368,9.908783155197163,6.9251
50305,horizontal,3,12,4,a-b-db,5,1,3,1,2,9.047217323012255,8.928370482070653,9.008381151298051,5.02519
50305,horizontal,3,14,4,a-b-db,14,1,3,1,2,8.845025089269518,8.845025089269518,8.667130117236525,6.62542
50305,horizontal,3,15,4,a-b-db,9,1,2,1,3,8.713109153685922,8.802012678827591,8.802012678827591,14.4251
50305,horizontal,3,18,4,a-b-db,2,2,1,3,2,9.333419010293602,9.159396256314341,9.583745296201613,5.35864
50305,horizontal,3,19,4,a-b-db,9,3,3,2,1,10.273426268785073,10.1664488988831,10.006363483536028,12.4586
50305,horizontal,3,20,4,a-b-da,14,2,2,1,3,9.333419010293602,9.333419010293602,9.554115124631332,10.1585
50305,horizontal,3,21,4,a-b-db,5,3,3,1,2,9.333419010293602,9.641720369948118,9.430999338632466,27.9584
50305,horizontal,3,22,4,a-b-da,9,3,3,2,1,9.982411101442596,9.832340729556767,9.779706112922021,9.05922
50305,horizontal,3,24,4,a-b-db,14,2,2,3,1,9.958168380377906,9.725648768146183,10.006363483536028,7.52528
50305,horizontal,3,25,4,a-b-db,5,2,1,3,2,9.265615906942239,8.968775896705692,9.430999338632466,25.9583
50305,horizontal,3,27,4,a-b-da,5,1,1,2,3,8.75805486539004,8.620069122416137,9.085313712953644,6.89175
50305,horizontal,3,31,4,a-b-da,9,2,3,1,2,9.493504425640674,9.832340729556767,9.75286007225774,4.9918
50305,horizontal,3,33,4,a-b-da,9,1,1,3,2,9.159396256314341,9.122697978977948,9.122697978977948,7.79182
50305,horizontal,3,35,4,a-b-da,2,3,3,1,2,9.982411101442596,10.1664488988831,10.209928872155912,8.75861
50305,horizontal,3,36,4,a-b-db,9,2,1,2,3,9.524039369902251,9.265615906942239,9.462496052568744,8.69182
50305,horizontal,3,37,4,a-b-da,14,1,3,2,1,8.713109153685922,8.845025089269518,8.802012678827591,30.0917
50305,horizontal,3,38,4,a-b-da,2,2,3,1,2,9.524039369902251,9.725648768146183,9.725648768146183,6.42518
50305,horizontal,3,40,4,a-b-da,14,3,1,3,2,9.583745296201613,9.583745296201613,9.908783155197163,5.72523
50305,horizontal,4,1,4,a-b-da,2,2,1,3,2,9.366477614196022,9.299804773660838,9.806196566422063,6.92514
50305,horizontal,4,2,4,a-b-da,5,2,1,2,3,9.779706112922021,9.670089639932032,9.670089639932032,5.8253
50305,horizontal,4,3,4,a-b-da,9,1,3,1,2,9.008381151298051,8.845025089269518,9.008381151298051,5.69196
50305,horizontal,4,4,4,a-b-db,5,2,3,1,2,9.554115124631332,9.2308324215185,9.554115124631332,5.82518
50305,horizontal,4,5,4,a-b-db,14,2,1,3,2,9.583745296201613,9.75286007225774,9.462496052568744,7.62511
50305,horizontal,4,7,4,a-b-db,2,2,2,3,1,9.493504425640674,9.462496052568744,9.641720369948118,6.75857
50305,horizontal,4,8,4,a-b-da,2,3,3,2,1,9.858147539228584,9.883625590783444,10.209928872155912,5.92521
50305,horizontal,4,9,4,a-b-db,9,1,2,1,3,8.31176776276162,8.522488794077272,8.887131907665182,17.1918
50305,horizontal,4,10,4,a-b-da,5,1,1,3,2,9.122697978977948,8.471853178108693,8.522488794077272,7.79221
50305,horizontal,4,16,4,a-b-db,5,1,3,2,1,8.75805486539004,8.928370482070653,8.802012678827591,6.65857
50305,horizontal,4,17,4,a-b-db,5,3,2,1,3,9.883625590783444,9.612942895043918,9.806196566422063,11.7251
50305,horizontal,4,18,4,a-b-db,9,3,3,2,1,10.12200262531368,10.006363483536028,10.053424478356416,5.05858
50305,horizontal,4,20,4,a-b-db,14,1,2,1,3,9.008381151298051,9.008381151298051,9.195433267319698,24.2252
50305,horizontal,4,22,4,a-b-da,9,3,3,2,1,9.933628195194277,9.698062123881511,9.832340729556767,9.72523
50305,horizontal,4,25,4,a-b-da,2,1,3,1,2,8.802012678827591,9.195433267319698,8.75805486539004,6.75856
50305,horizontal,4,26,4,a-b-db,2,3,3,1,2,9.725648768146183,10.030032398830032,9.982411101442596,5.52532
50305,horizontal,4,27,4,a-b-da,14,1,2,3,1,8.845025089269518,9.122697978977948,8.845025089269518,4.09194
50305,horizontal,4,31,4,a-b-db,9,2,2,1,3,9.333419010293602,9.2308324215185,9.670089639932032,11.0918
50305,horizontal,4,32,4,a-b-db,2,1,2,3,1,8.928370482070653,9.085313712953644,8.928370482070653,6.39198
50305,horizontal,4,34,4,a-b-da,14,3,2,1,3,9.832340729556767,9.858147539228584,9.670089639932032,6.55911
50305,horizontal,4,36,4,a-b-da,14,2,3,2,1,9.493504425640674,9.524039369902251,9.265615906942239,10.0919
50305,horizontal,4,37,4,a-b-da,9,2,3,2,1,9.398998655939582,9.265615906942239,9.333419010293602,30.6919
50305,horizontal,4,38,4,a-b-db,14,3,2,1,3,9.333419010293602,9.779706112922021,9.75286007225774,7.59185
50305,horizontal,4,40,4,a-b-da,5,3,2,1,3,9.554115124631332,9.493504425640674,9.779706112922021,7.65858
50306,triangle,1,1,2,a-b-db,5,3,1,3,2,9.641720369948118,10.076546123158568,10.1664488988831,19.4311
50306,triangle,1,2,2,a-b-db,2,2,3,2,1,9.883625590783444,9.524039369902251,9.670089639932032,19.3315
50306,triangle,1,3,2,a-b-da,5,2,1,2,3,9.725648768146183,9.670089639932032,9.806196566422063,22.9489
50306,triangle,1,4,2,a-b-da,14,1,2,1,3,8.75805486539004,9.085313712953644,9.265615906942239,25.4498
50306,triangle,1,6,2,a-b-da,5,3,1,3,2,9.779706112922021,9.883625590783444,9.908783155197163,15.7464
50306,triangle,1,9,2,a-b-da,14,2,3,2,1,9.493504425640674,9.366477614196022,9.698062123881511,17.3803
50306,triangle,1,11,2,a-b-da,9,1,3,1,2,8.887131907665182,8.802012678827591,8.928370482070653,14.7131
50306,triangle,1,12,2,a-b-db,9,3,1,3,2,9.583745296201613,9.982411101442596,9.883625590783444,14.9463
50306,triangle,1,13,2,a-b-db,14,1,1,2,3,8.620069122416137,8.75805486539004,9.008381151298051,23.3988
50306,triangle,1,14,2,a-b-da,2,1,3,1,2,8.522488794077272,8.667130117236525,8.571874019258015,11.1288
50306,triangle,1,16,2,a-b-da,9,3,3,2,1,9.554115124631332,9.832340729556767,9.554115124631332,10.7452
50306,triangle,1,17,2,a-b-db,5,2,3,2,1,9.195433267319698,9.085313712953644,9.008381151298051,17.7472
50306,triangle,1,18,2,a-b-db,5,1,3,2,1,8.522488794077272,8.845025089269518,8.620069122416137,11.6454
50306,triangle,1,19,2,a-b-db,2,1,1,3,2,9.159396256314341,8.845025089269518,8.713109153685922,16.2634
50306,triangle,1,20,2,a-b-da,2,3,1,3,2,9.583745296201613,9.698062123881511,9.698062123881511,12.5291
50306,triangle,1,21,2,a-b-db,14,3,3,2,1,9.670089639932032,9.493504425640674,9.159396256314341,12.8461
50306,triangle,1,24,2,a-b-da,5,1,1,3,2,8.928370482070653,8.620069122416137,8.620069122416137,8.72803
50306,triangle,1,27,2,a-b-da,9,2,3,2,1,9.195433267319698,8.713109153685922,8.928370482070653,10.7284
50306,triangle,1,29,2,a-b-db,14,2,1,3,2,8.571874019258015,9.265615906942239,9.670089639932032,17.0969
50306,triangle,1,30,2,a-b-da,2,2,3,2,1,9.524039369902251,9.265615906942239,9.299804773660838,12.5957
50306,triangle,1,33,2,a-b-db,9,2,3,1,2,9.047217323012255,9.195433267319698,8.667130117236525,17.3639
50306,triangle,1,36,2,a-b-db,9,1,2,3,1,8.620069122416137,8.75805486539004,8.366565711137849,12.6625
50306,triangle,1,39,2,a-b-da,14,3,2,1,3,10.59950552327408,10.099403514805813,10.252483669050482,20.665
50306,triangle,1,40,2,a-b-db,2,3,1,2,3,9.779706112922021,10.14434922650993,9.933628195194277,10.5115
50306,triangle,2,1,2,a-b-db,5,1,3,2,1,8.968775896705692,9.195433267319698,9.122697978977948,27.5004
50306,triangle,2,3,2,a-b-db,9,2,1,3,2,9.398998655939582,9.725648768146183,9.462496052568744,9.74501
50306,triangle,2,4,2,a-b-da,9,3,2,3,1,10.006363483536028,9.982411101442596,9.883625590783444,13.5626
50306,triangle,2,5,2,a-b-da,9,1,2,1,3,9.583745296201613,9.159396256314341,9.366477614196022,9.71141
50306,triangle,2,6,2,a-b-db,2,3,1,2,3,9.908783155197163,10.294151842856166,10.252483669050482,22.6488
50306,triangle,2,8,2,a-b-db,5,3,2,3,1,9.75286007225774,10.12200262531368,9.524039369902251,13.8626
50306,triangle,2,9,2,a-b-db,5,2,2,1,3,9.641720369948118,9.430999338632466,9.75286007225774,8.56144
50306,triangle,2,11,2,a-b-db,14,2,2,3,1,9.2308324215185,9.75286007225774,9.2308324215185,10.1782
50306,triangle,2,12,2,a-b-da,2,2,2,1,3,9.832340729556767,9.670089639932032,9.583745296201613,28.334
50306,triangle,2,13,2,a-b-db,9,3,3,2,1,9.832340729556767,10.12200262531368,9.883625590783444,10.3789
50306,triangle,2,14,2,a-b-da,5,2,2,3,1,9.430999338632466,9.670089639932032,9.698062123881511,13.5794
50306,triangle,2,15,2,a-b-db,2,1,1,2,3,9.366477614196022,9.493504425640674,9.299804773660838,14.1627
50306,triangle,2,18,2,a-b-da,14,1,1,2,3,8.887131907665182,9.2308324215185,9.265615906942239,9.29461
50306,triangle,2,20,2,a-b-db,14,1,1,2,3,9.122697978977948,9.008381151298051,9.366477614196022,8.71109
50306,triangle,2,24,2,a-b-da,14,3,1,2,3,9.779706112922021,10.1664488988831,9.698062123881511,17.3309
50306,triangle,2,25,2,a-b-da,5,1,3,2,1,9.75286007225774,9.2308324215185,9.366477614196022,10.6117
50306,triangle,2,26,2,a-b-da,2,3,2,1,3,9.725648768146183,9.670089639932032,9.583745296201613,14.3297
50306,triangle,2,27,2,a-b-da,2,1,2,1,3,9.554115124631332,9.333419010293602,9.670089639932032,13.9461
50306,triangle,2,28,2,a-b-db,14,3,3,1,2,9.698062123881511,9.933628195194277,10.006363483536028,18.8476
50306,triangle,2,31,2,a-b-db,2,2,2,1,3,9.462496052568744,9.698062123881511,9.524039369902251,9.16145
50306,triangle,2,32,2,a-b-da,14,2,3,2,1,9.524039369902251,9.333419010293602,9.366477614196022,7.37784
50306,triangle,2,33,2,a-b-da,9,2,3,2,1,9.698062123881511,9.398998655939582,9.265615906942239,7.71094
50306,triangle,2,37,2,a-b-da,5,3,2,1,3,9.806196566422063,10.076546123158568,9.75286007225774,12.9125
50306,triangle,2,39,2,a-b-db,9,1,1,2,3,9.047217323012255,9.493504425640674,9.299804773660838,11.4284
50306,triangle,3,2,2,a-b-da,9,1,1,3,2,8.713109153685922,9.366477614196022,9.047217323012255,8.47749
50306,triangle,3,3,2,a-b-da,2,1,1,3,2,9.265615906942239,8.75805486539004,9.195433267319698,13.0956
50306,triangle,3,4,2,a-b-db,2,2,2,3,1,9.122697978977948,9.333419010293602,9.265615906942239,116.195
50306,triangle,3,5,2,a-b-da,14,2,3,2,1,9.299804773660838,9.430999338632466,9.047217323012255,38.0201
50306,triangle,3,7,2,a-b-db,9,2,2,3,1,9.265615906942239,9.398998655939582,9.430999338632466,31.6681
50306,triangle,3,8,2,a-b-da,2,2,3,2,1,9.299804773660838,9.398998655939582,9.333419010293602,13.4125
50306,triangle,3,9,2,a-b-da,2,3,3,2,1,9.670089639932032,9.725648768146183,9.832340729556767,10.3782
50306,triangle,3,11,2,a-b-da,14,3,2,3,1,9.265615906942239,9.195433267319698,9.725648768146183,78.3495
50306,triangle,3,12,2,a-b-db,5,1,1,2,3,8.845025089269518,8.31176776276162,8.75805486539004,17.6806
